Subject_ID,Trial,Word_List,Recalled_Words,Recall_Count,Intrusions,Intrusion_Count,Clustering_Score
65,4,"Germany, China, Japan, Purple, Blue, Green, Peacock, Owl, Parrot, Berlin, London, Rome","Parrot, Germany, Japan, Green, Blue, London, China, Berlin, Peacock, Owl",10,,0,0.06
65,5,"Germany, China, Japan, Purple, Blue, Green, Peacock, Owl, Parrot, Berlin, London, Rome","Rome, Owl, Blue, China, Peacock, Berlin, Purple, London",8,Italy,1,0.22
65,6,"Germany, China, Japan, Purple, Blue, Green, Peacock, Owl, Parrot, Berlin, London, Rome","Berlin, China, Purple, Owl, Rome, Germany, London, Blue, Parrot, Japan, Peacock",11,France,1,0.46
66,1,"Italy, France, India, Black, Orange, Red, Parrot, Falcon, Peacock, Tokyo, Toronto, New York","Toronto, Tokyo, Black, Red, Falcon, Italy, India, France, Orange",9,,0,0.25
66,2,"Italy, France, India, Black, Orange, Red, Parrot, Falcon, Peacock, Tokyo, Toronto, New York","Falcon, Orange, India, Tokyo, Red, Parrot, Italy, Black, Toronto, New York, France",11,"Tokyo, Blue",2,0.32
66,3,"Italy, France, India, Black, Orange, Red, Parrot, Falcon, Peacock, Tokyo, Toronto, New York","Tokyo, Italy, Orange, Falcon, New York, Peacock, Black",7,Mexico,1,0.72
66,4,"Italy, France, India, Black, Orange, Red, Parrot, Falcon, Peacock, Tokyo, Toronto, New York","Peacock, Black, Orange, Red, Italy, France, Falcon, Tokyo, India",9,"Toronto, France, Red",3,0.33
66,5,"Italy, France, India, Black, Orange, Red, Parrot, Falcon, Peacock, Tokyo, Toronto, New York","Black, New York, Tokyo, Red, India, Peacock, Orange, Falcon, Toronto",9,"Yellow, Blue, Parrot",3,0.69
66,6,"Italy, France, India, Black, Orange, Red, Parrot, Falcon, Peacock, Tokyo, Toronto, New York","India, Toronto, Falcon, Italy, Parrot, Black, Orange, Red, France, Peacock",10,,0,0.31
67,1,"India, Germany, Spain, Purple, Red, Blue, Sparrow, Falcon, Robin, London, Tokyo, Rome","Falcon, India, London, Spain, Robin, Rome, Sparrow, Tokyo, Germany, Blue, Red",11,Dubai,1,0.92
67,2,"India, Germany, Spain, Purple, Red, Blue, Sparrow, Falcon, Robin, London, Tokyo, Rome","India, London, Sparrow, Falcon, Spain, Tokyo, Red, Blue, Rome",9,"India, Sydney, Spain",3,0.99
67,3,"India, Germany, Spain, Purple, Red, Blue, Sparrow, Falcon, Robin, London, Tokyo, Rome","Robin, Purple, India, Germany, Sparrow, Red, Rome, Spain, London, Blue",10,"Germany, New York, Japan",3,0.58
67,4,"India, Germany, Spain, Purple, Red, Blue, Sparrow, Falcon, Robin, London, Tokyo, Rome","India, Red, Tokyo, Rome, Spain, Falcon, Sparrow",7,,0,0.04
67,5,"India, Germany, Spain, Purple, Red, Blue, Sparrow, Falcon, Robin, London, Tokyo, Rome","Blue, Purple, Germany, London, Red, Robin, Spain, Rome, India",9,,0,0.69
67,6,"India, Germany, Spain, Purple, Red, Blue, Sparrow, Falcon, Robin, London, Tokyo, Rome","Rome, Sparrow, Spain, Blue, London, Robin, Red, Purple",8,"Rome, Black",2,0.15
68,1,"China, Spain, India, Red, Black, Purple, Parrot, Owl, Falcon, Cairo, Berlin, London","Cairo, Purple, Black, India, Berlin, Falcon, London, Spain, Owl, Red",10,,0,0.69
68,2,"China, Spain, India, Red, Black, Purple, Parrot, Owl, Falcon, Cairo, Berlin, London","Berlin, China, Spain, Red, Falcon, Purple, Parrot, Black, Cairo",9,"Hawk, Green, France",3,0.9
68,3,"China, Spain, India, Red, Black, Purple, Parrot, Owl, Falcon, Cairo, Berlin, London","Owl, Black, Cairo, Falcon, Parrot, Purple, India, China",8,"Hawk, Canada",2,0.89
68,4,"China, Spain, India, Red, Black, Purple, Parrot, Owl, Falcon, Cairo, Berlin, London","Parrot, Owl, India, Red, Purple, Black, Falcon, Cairo, China, Spain, Berlin, London",12,"Pigeon, Mexico, Germany",3,0.52
68,5,"China, Spain, India, Red, Black, Purple, Parrot, Owl, Falcon, Cairo, Berlin, London","Spain, Purple, Red, Parrot, India, London, Falcon, Cairo, Owl, Berlin, Black, China",12,"London, Black",2,0.33
68,6,"China, Spain, India, Red, Black, Purple, Parrot, Owl, Falcon, Cairo, Berlin, London","London, Spain, India, Black, Purple, China, Red, Parrot, Owl, Cairo, Berlin, Falcon",12,"Black, Pigeon",2,0.14
69,1,"Brazil, Germany, Canada, Blue, Brown, White, Parrot, Falcon, Eagle, New York, Cairo, Tokyo","Germany, Brazil, Brown, New York, Eagle, Parrot, Tokyo, Cairo, White, Canada, Falcon, Blue",12,,0,0.37
69,2,"Brazil, Germany, Canada, Blue, Brown, White, Parrot, Falcon, Eagle, New York, Cairo, Tokyo","Brown, Parrot, Falcon, Blue, Brazil, Cairo",6,,0,0.31
69,3,"Brazil, Germany, Canada, Blue, Brown, White, Parrot, Falcon, Eagle, New York, Cairo, Tokyo","Brazil, Cairo, Parrot, Tokyo, Germany, New York, Falcon, Eagle, Canada",9,Brown,1,0.39
69,4,"Brazil, Germany, Canada, Blue, Brown, White, Parrot, Falcon, Eagle, New York, Cairo, Tokyo","Falcon, Eagle, Brown, Tokyo, New York, Germany, Parrot, Canada",8,Tokyo,1,0.93
69,5,"Brazil, Germany, Canada, Blue, Brown, White, Parrot, Falcon, Eagle, New York, Cairo, Tokyo","Eagle, Brown, Falcon, Parrot, Canada, Cairo, New York, Blue, Tokyo, Brazil",10,,0,0.38
69,6,"Brazil, Germany, Canada, Blue, Brown, White, Parrot, Falcon, Eagle, New York, Cairo, Tokyo","Parrot, Germany, Brazil, Falcon, White, Canada, Cairo, New York, Brown",9,"France, Eagle",2,0.68
70,1,"France, Brazil, Germany, Purple, White, Brown, Eagle, Owl, Hawk, New York, Rome, Toronto","Brown, White, Rome, Brazil, Hawk, Purple, Germany, New York, Eagle, Owl, France",11,"China, Yellow",2,0.84
70,2,"France, Brazil, Germany, Purple, White, Brown, Eagle, Owl, Hawk, New York, Rome, Toronto","France, Purple, Germany, Rome, Brown, White, Eagle, Owl, Toronto, Hawk",10,Orange,1,0.48
70,3,"France, Brazil, Germany, Purple, White, Brown, Eagle, Owl, Hawk, New York, Rome, Toronto","Brazil, Toronto, White, New York, France, Hawk, Germany, Rome, Eagle, Brown",10,"London, Penguin, Purple",3,0.93
70,4,"France, Brazil, Germany, Purple, White, Brown, Eagle, Owl, Hawk, New York, Rome, Toronto","Brown, Purple, Eagle, Hawk, Germany, Toronto, Owl, Brazil",8,Sydney,1,0.06
70,5,"France, Brazil, Germany, Purple, White, Brown, Eagle, Owl, Hawk, New York, Rome, Toronto","Rome, White, France, Hawk, Purple, Germany, Brown, Owl, New York",9,,0,0.92
70,6,"France, Brazil, Germany, Purple, White, Brown, Eagle, Owl, Hawk, New York, Rome, Toronto","White, New York, Purple, Rome, Eagle, Toronto, Brown, France, Germany, Owl",10,"Toronto, Purple",2,0.41
71,1,"Spain, India, Mexico, Purple, Pink, Yellow, Eagle, Parrot, Sparrow, Berlin, London, Rome","Berlin, Spain, Sparrow, Mexico, Purple, Yellow, India, Rome, London, Pink, Eagle",11,,0,0.5
71,2,"Spain, India, Mexico, Purple, Pink, Yellow, Eagle, Parrot, Sparrow, Berlin, London, Rome","Mexico, Purple, Rome, Pink, Spain, Yellow, Sparrow, London, Parrot, Eagle, India, Berlin",12,"Hawk, France",2,0.27
71,3,"Spain, India, Mexico, Purple, Pink, Yellow, Eagle, Parrot, Sparrow, Berlin, London, Rome","Berlin, Spain, Yellow, Mexico, Purple, Eagle, Pink, London, Rome, India, Parrot, Sparrow",12,"India, Red, Italy",3,0.99
71,4,"Spain, India, Mexico, Purple, Pink, Yellow, Eagle, Parrot, Sparrow, Berlin, London, Rome","Pink, Spain, Eagle, London, Parrot, Yellow, Purple, India, Rome, Berlin",10,,0,0.44
71,5,"Spain, India, Mexico, Purple, Pink, Yellow, Eagle, Parrot, Sparrow, Berlin, London, Rome","Eagle, Pink, Rome, Spain, Mexico, Sparrow, Yellow, Purple, India, London, Parrot, Berlin",12,"Germany, Parrot, Japan",3,0.74
71,6,"Spain, India, Mexico, Purple, Pink, Yellow, Eagle, Parrot, Sparrow, Berlin, London, Rome","London, Parrot, Rome, Yellow, Berlin, Pink, Mexico, India, Sparrow, Spain",10,,0,0.43
72,1,"India, France, Japan, Pink, White, Red, Peacock, Hawk, Sparrow, Sydney, Tokyo, Rome","Pink, Tokyo, Sparrow, Japan, Peacock, Rome",6,,0,0.58
72,2,"India, France, Japan, Pink, White, Red, Peacock, Hawk, Sparrow, Sydney, Tokyo, Rome","France, India, Hawk, Sydney, Tokyo, Rome, Sparrow, Red, Pink, Japan",10,"Japan, Spain",2,0.23
72,3,"India, France, Japan, Pink, White, Red, Peacock, Hawk, Sparrow, Sydney, Tokyo, Rome","Pink, Peacock, Sydney, Hawk, Japan, India, Red",7,"Paris, Sparrow, Dubai",3,0.41
72,4,"India, France, Japan, Pink, White, Red, Peacock, Hawk, Sparrow, Sydney, Tokyo, Rome","Rome, Red, Tokyo, Hawk, Peacock, Sparrow",6,Brazil,1,0.01
72,5,"India, France, Japan, Pink, White, Red, Peacock, Hawk, Sparrow, Sydney, Tokyo, Rome","Sydney, Rome, White, Japan, Pink, Peacock, Tokyo, Hawk, India",9,,0,0.73
72,6,"India, France, Japan, Pink, White, Red, Peacock, Hawk, Sparrow, Sydney, Tokyo, Rome","Pink, Peacock, France, India, Hawk, Sydney, Tokyo, Japan, Sparrow, Red, White",11,Japan,1,0.03
73,1,"Germany, Italy, Brazil, Blue, Yellow, White, Pigeon, Owl, Peacock, Toronto, Tokyo, Paris","Paris, Blue, Yellow, Pigeon, Brazil, Toronto, Tokyo",7,"Dubai, Falcon, Red",3,0.02
73,2,"Germany, Italy, Brazil, Blue, Yellow, White, Pigeon, Owl, Peacock, Toronto, Tokyo, Paris","Pigeon, Peacock, Owl, Blue, White, Yellow, Paris, Tokyo, Toronto",9,,0,0.6
73,3,"Germany, Italy, Brazil, Blue, Yellow, White, Pigeon, Owl, Peacock, Toronto, Tokyo, Paris","Peacock, Pigeon, Germany, Blue, Owl, White, Paris, Italy, Brazil, Yellow, Toronto",11,,0,0.84
73,4,"Germany, Italy, Brazil, Blue, Yellow, White, Pigeon, Owl, Peacock, Toronto, Tokyo, Paris","White, Blue, Brazil, Italy, Owl, Yellow, Paris, Pigeon, Peacock",9,,0,0.72
73,5,"Germany, Italy, Brazil, Blue, Yellow, White, Pigeon, Owl, Peacock, Toronto, Tokyo, Paris","Tokyo, White, Pigeon, Owl, Peacock, Germany, Blue, Brazil",8,"Falcon, Japan, Penguin",3,0.1
73,6,"Germany, Italy, Brazil, Blue, Yellow, White, Pigeon, Owl, Peacock, Toronto, Tokyo, Paris","Tokyo, Pigeon, Owl, Brazil, Germany, Yellow, Italy, Toronto, White, Blue, Peacock, Paris",12,Penguin,1,0.39
74,1,"France, Canada, Mexico, Blue, Pink, Purple, Eagle, Pigeon, Penguin, New York, London, Paris","Purple, London, Canada, Penguin, Eagle, Blue, Pigeon, Pink, New York, Paris, France",11,"Red, Brown",2,0.89
74,2,"France, Canada, Mexico, Blue, Pink, Purple, Eagle, Pigeon, Penguin, New York, London, Paris","Blue, London, Purple, Eagle, Pigeon, France, Paris, Pink, Penguin, Mexico, New York, Canada",12,Toronto,1,0.33
74,3,"France, Canada, Mexico, Blue, Pink, Purple, Eagle, Pigeon, Penguin, New York, London, Paris","Penguin, Pink, Eagle, France, New York, Pigeon, Purple, Blue, Canada, Paris",10,"Penguin, Blue",2,0.61
74,4,"France, Canada, Mexico, Blue, Pink, Purple, Eagle, Pigeon, Penguin, New York, London, Paris","France, Eagle, London, Penguin, Paris, Purple, Blue, Pink",8,,0,0.93
74,5,"France, Canada, Mexico, Blue, Pink, Purple, Eagle, Pigeon, Penguin, New York, London, Paris","London, Purple, Mexico, Canada, Pigeon, Paris, Eagle, France, New York, Pink, Blue, Penguin",12,Black,1,0.28
74,6,"France, Canada, Mexico, Blue, Pink, Purple, Eagle, Pigeon, Penguin, New York, London, Paris","Pigeon, New York, Mexico, Purple, London, Eagle, France, Canada",8,,0,0.24
75,1,"China, Germany, India, White, Brown, Black, Peacock, Robin, Falcon, Toronto, New York, London","London, Toronto, Black, Robin, Brown, India",6,Peacock,1,0.4
75,2,"China, Germany, India, White, Brown, Black, Peacock, Robin, Falcon, Toronto, New York, London","China, Toronto, London, New York, Germany, Brown",6,,0,0.42
75,3,"China, Germany, India, White, Brown, Black, Peacock, Robin, Falcon, Toronto, New York, London","Toronto, Robin, Brown, Black, Peacock, White, India, London, Germany, Falcon",10,"Berlin, Black, Yellow",3,0.85
75,4,"China, Germany, India, White, Brown, Black, Peacock, Robin, Falcon, Toronto, New York, London","White, Robin, Black, Toronto, Brown, New York, India, Germany, London",9,"Brazil, Spain",2,0.29
75,5,"China, Germany, India, White, Brown, Black, Peacock, Robin, Falcon, Toronto, New York, London","China, Peacock, Brown, London, New York, India, White, Black",8,Brazil,1,0.24
75,6,"China, Germany, India, White, Brown, Black, Peacock, Robin, Falcon, Toronto, New York, London","Falcon, Germany, London, Robin, Peacock, Black, White, Brown, India, New York, Toronto",11,"Italy, Canada, India",3,0.39
76,1,"Canada, India, China, Red, Pink, Blue, Hawk, Penguin, Falcon, New York, London, Rome","Pink, Penguin, India, China, Hawk, Red, New York",7,,0,0.72
76,2,"Canada, India, China, Red, Pink, Blue, Hawk, Penguin, Falcon, New York, London, Rome","Red, India, Canada, Blue, Rome, Hawk, New York, Falcon, London, China, Penguin",11,"Brown, Canada, Pigeon",3,0.29
76,3,"Canada, India, China, Red, Pink, Blue, Hawk, Penguin, Falcon, New York, London, Rome","Red, China, Blue, Pink, Hawk, Falcon",6,Berlin,1,0.79
76,4,"Canada, India, China, Red, Pink, Blue, Hawk, Penguin, Falcon, New York, London, Rome","Red, Falcon, Rome, New York, China, Pink",6,"Green, Dubai",2,0.55
76,5,"Canada, India, China, Red, Pink, Blue, Hawk, Penguin, Falcon, New York, London, Rome","New York, Rome, Blue, Penguin, India, Canada, Red, Falcon, Pink",9,,0,0.03
76,6,"Canada, India, China, Red, Pink, Blue, Hawk, Penguin, Falcon, New York, London, Rome","New York, Rome, Red, China, London, Canada, Penguin",7,India,1,0.76
77,1,"China, Germany, Brazil, Orange, Purple, Blue, Falcon, Owl, Penguin, Sydney, Cairo, New York","Germany, Penguin, New York, Cairo, Brazil, China, Owl, Falcon, Blue",9,,0,0.75
77,2,"China, Germany, Brazil, Orange, Purple, Blue, Falcon, Owl, Penguin, Sydney, Cairo, New York","China, Blue, Germany, Penguin, Orange, Brazil",6,"New York, Rome, Brown",3,0.51
77,3,"China, Germany, Brazil, Orange, Purple, Blue, Falcon, Owl, Penguin, Sydney, Cairo, New York","Falcon, Germany, Purple, New York, Orange, China, Owl, Penguin, Cairo, Brazil",10,"Canada, India, Mexico",3,0.39
77,4,"China, Germany, Brazil, Orange, Purple, Blue, Falcon, Owl, Penguin, Sydney, Cairo, New York","Brazil, Blue, Sydney, Germany, New York, Cairo, Owl, Falcon, Penguin, Orange",10,"London, Black",2,0.42
77,5,"China, Germany, Brazil, Orange, Purple, Blue, Falcon, Owl, Penguin, Sydney, Cairo, New York","Purple, Owl, China, New York, Falcon, Cairo, Orange, Sydney, Blue, Brazil, Germany",11,"India, Mexico",2,0.26
77,6,"China, Germany, Brazil, Orange, Purple, Blue, Falcon, Owl, Penguin, Sydney, Cairo, New York","China, Blue, Cairo, Falcon, Purple, Brazil, Germany, Orange, Owl",9,,0,0.54
78,1,"Italy, China, Japan, Brown, Green, Orange, Hawk, Sparrow, Penguin, London, Rome, Sydney","Brown, London, Sparrow, Rome, Japan, Orange, Sydney, China, Green, Italy, Hawk",11,"Spain, New York",2,0.19
78,2,"Italy, China, Japan, Brown, Green, Orange, Hawk, Sparrow, Penguin, London, Rome, Sydney","Italy, Sparrow, Japan, Hawk, Penguin, Green, London, Rome, Orange",9,"Rome, Italy, Toronto",3,0.45
78,3,"Italy, China, Japan, Brown, Green, Orange, Hawk, Sparrow, Penguin, London, Rome, Sydney","Orange, Sydney, Brown, Italy, Green, Sparrow, Penguin, China, Japan, Hawk, Rome, London",12,"Italy, Hawk, China",3,0.11
78,4,"Italy, China, Japan, Brown, Green, Orange, Hawk, Sparrow, Penguin, London, Rome, Sydney","London, Penguin, Brown, Hawk, Italy, Japan, Rome, Sydney, Sparrow, Orange, Green, China",12,"Purple, Canada, Mexico",3,0.87
78,5,"Italy, China, Japan, Brown, Green, Orange, Hawk, Sparrow, Penguin, London, Rome, Sydney","Hawk, Orange, Penguin, Rome, Sydney, Sparrow, Green, China, Italy, Japan, Brown, London",12,Parrot,1,0.93
78,6,"Italy, China, Japan, Brown, Green, Orange, Hawk, Sparrow, Penguin, London, Rome, Sydney","Penguin, Green, Orange, Rome, Italy, China, Japan",7,Robin,1,0.91
79,1,"Mexico, India, Spain, Blue, Orange, White, Hawk, Peacock, Parrot, Cairo, New York, Dubai","Mexico, New York, Cairo, White, Dubai, Hawk, Parrot, Spain, India, Blue",10,Yellow,1,0.05
79,2,"Mexico, India, Spain, Blue, Orange, White, Hawk, Peacock, Parrot, Cairo, New York, Dubai","Hawk, Cairo, Orange, Peacock, Blue, Spain, Parrot, Dubai",8,Peacock,1,0.83
79,3,"Mexico, India, Spain, Blue, Orange, White, Hawk, Peacock, Parrot, Cairo, New York, Dubai","Blue, Hawk, Mexico, India, Parrot, White, Spain, Dubai, New York, Peacock",10,"Dubai, New York",2,0.2
79,4,"Mexico, India, Spain, Blue, Orange, White, Hawk, Peacock, Parrot, Cairo, New York, Dubai","Blue, Peacock, India, Cairo, Parrot, White",6,"Eagle, Italy, Blue",3,0.01
79,5,"Mexico, India, Spain, Blue, Orange, White, Hawk, Peacock, Parrot, Cairo, New York, Dubai","White, New York, Hawk, Spain, Orange, Cairo, India, Parrot, Dubai, Mexico",10,Rome,1,0.6
79,6,"Mexico, India, Spain, Blue, Orange, White, Hawk, Peacock, Parrot, Cairo, New York, Dubai","Peacock, Blue, Mexico, Spain, Hawk, India, Parrot, Orange",8,"Brazil, Green",2,0.87
80,1,"Japan, Mexico, Spain, Orange, Black, Brown, Sparrow, Robin, Hawk, Tokyo, Rome, Sydney","Rome, Sydney, Sparrow, Japan, Mexico, Tokyo",6,"France, Dubai, Italy",3,0.9
80,2,"Japan, Mexico, Spain, Orange, Black, Brown, Sparrow, Robin, Hawk, Tokyo, Rome, Sydney","Hawk, Brown, Spain, Japan, Rome, Black, Sydney, Mexico",8,"Green, Germany",2,0.01
80,3,"Japan, Mexico, Spain, Orange, Black, Brown, Sparrow, Robin, Hawk, Tokyo, Rome, Sydney","Tokyo, Spain, Orange, Hawk, Brown, Rome, Robin, Mexico, Sparrow, Sydney, Japan, Black",12,White,1,0.97
80,4,"Japan, Mexico, Spain, Orange, Black, Brown, Sparrow, Robin, Hawk, Tokyo, Rome, Sydney","Black, Robin, Mexico, Spain, Japan, Hawk, Brown",7,Eagle,1,0.19
80,5,"Japan, Mexico, Spain, Orange, Black, Brown, Sparrow, Robin, Hawk, Tokyo, Rome, Sydney","Rome, Japan, Mexico, Tokyo, Spain, Brown, Sparrow, Orange, Sydney, Hawk, Black, Robin",12,"Spain, London",2,0.15
80,6,"Japan, Mexico, Spain, Orange, Black, Brown, Sparrow, Robin, Hawk, Tokyo, Rome, Sydney","Sparrow, Black, Tokyo, Hawk, Spain, Sydney, Japan",7,Brazil,1,0.04
81,1,"Germany, Italy, China, Pink, Yellow, Black, Penguin, Parrot, Eagle, Cairo, Berlin, Rome","Yellow, China, Parrot, Italy, Berlin, Germany, Pink",7,"Dubai, France",2,0.41
81,2,"Germany, Italy, China, Pink, Yellow, Black, Penguin, Parrot, Eagle, Cairo, Berlin, Rome","Penguin, Germany, Parrot, Cairo, Italy, Pink, China",7,,0,0.62
81,3,"Germany, Italy, China, Pink, Yellow, Black, Penguin, Parrot, Eagle, Cairo, Berlin, Rome","Black, Italy, Penguin, Germany, Yellow, Parrot",6,"White, Purple",2,0.33
81,4,"Germany, Italy, China, Pink, Yellow, Black, Penguin, Parrot, Eagle, Cairo, Berlin, Rome","Cairo, Yellow, Berlin, Italy, Rome, Penguin, Germany",7,"Pigeon, Pink",2,0.46
81,5,"Germany, Italy, China, Pink, Yellow, Black, Penguin, Parrot, Eagle, Cairo, Berlin, Rome","Germany, Rome, Yellow, Cairo, Berlin, Parrot, Penguin, Italy, Eagle, Pink",10,,0,0.16
81,6,"Germany, Italy, China, Pink, Yellow, Black, Penguin, Parrot, Eagle, Cairo, Berlin, Rome","Germany, Pink, Yellow, Rome, Berlin, China, Penguin, Cairo, Black, Italy",10,"Spain, Tokyo",2,0.99
82,1,"India, Mexico, Canada, Blue, Green, Pink, Falcon, Robin, Parrot, Rome, Paris, Dubai","Mexico, Canada, India, Parrot, Dubai, Rome, Pink",7,"Berlin, White",2,0.98
82,2,"India, Mexico, Canada, Blue, Green, Pink, Falcon, Robin, Parrot, Rome, Paris, Dubai","Mexico, Paris, Rome, Dubai, Pink, Blue, Green",7,"Robin, Dubai, Brazil",3,0.37
82,3,"India, Mexico, Canada, Blue, Green, Pink, Falcon, Robin, Parrot, Rome, Paris, Dubai","Mexico, Green, Blue, Pink, Canada, Falcon",6,"Japan, France",2,0.54
82,4,"India, Mexico, Canada, Blue, Green, Pink, Falcon, Robin, Parrot, Rome, Paris, Dubai","Paris, Blue, Parrot, Robin, Rome, Mexico, India, Canada, Pink",9,,0,0.95
82,5,"India, Mexico, Canada, Blue, Green, Pink, Falcon, Robin, Parrot, Rome, Paris, Dubai","Mexico, Rome, Falcon, Parrot, Paris, India, Canada, Pink",8,"Dubai, Spain",2,0.28
82,6,"India, Mexico, Canada, Blue, Green, Pink, Falcon, Robin, Parrot, Rome, Paris, Dubai","India, Falcon, Green, Robin, Parrot, Paris, Rome, Dubai, Mexico, Blue, Pink",11,"Japan, Purple, Parrot",3,0.53
83,1,"Canada, Germany, Japan, White, Yellow, Brown, Parrot, Peacock, Owl, Tokyo, Sydney, New York","Japan, Germany, New York, White, Brown, Peacock, Owl, Yellow, Parrot, Canada, Tokyo",11,,0,0.63
83,2,"Canada, Germany, Japan, White, Yellow, Brown, Parrot, Peacock, Owl, Tokyo, Sydney, New York","New York, Canada, Yellow, Japan, Germany, Peacock, White, Parrot, Sydney, Tokyo, Brown",11,"Cairo, Hawk",2,0.35
83,3,"Canada, Germany, Japan, White, Yellow, Brown, Parrot, Peacock, Owl, Tokyo, Sydney, New York","Owl, Sydney, White, Germany, Canada, Parrot, Brown, New York, Yellow, Japan, Tokyo",11,Pigeon,1,0.2
83,4,"Canada, Germany, Japan, White, Yellow, Brown, Parrot, Peacock, Owl, Tokyo, Sydney, New York","Peacock, Owl, Sydney, Japan, White, Canada, Parrot, Tokyo, Yellow, Germany, New York",11,Blue,1,0.95
83,5,"Canada, Germany, Japan, White, Yellow, Brown, Parrot, Peacock, Owl, Tokyo, Sydney, New York","Canada, Tokyo, Owl, Peacock, Brown, Yellow, Sydney, Japan",8,Canada,1,0.19
83,6,"Canada, Germany, Japan, White, Yellow, Brown, Parrot, Peacock, Owl, Tokyo, Sydney, New York","Sydney, New York, Owl, Peacock, Parrot, White, Japan, Canada, Tokyo, Brown, Germany",11,Toronto,1,0.53
84,1,"Mexico, India, Canada, White, Yellow, Black, Hawk, Eagle, Owl, Sydney, Cairo, Tokyo","Yellow, Cairo, Mexico, White, Black, Eagle",6,"Sydney, Paris, Penguin",3,0.77
84,2,"Mexico, India, Canada, White, Yellow, Black, Hawk, Eagle, Owl, Sydney, Cairo, Tokyo","India, Cairo, Hawk, Black, Owl, Eagle, Mexico, White, Tokyo, Sydney, Canada",11,"Brown, Pigeon, Yellow",3,0.94
84,3,"Mexico, India, Canada, White, Yellow, Black, Hawk, Eagle, Owl, Sydney, Cairo, Tokyo","Hawk, Eagle, White, Sydney, India, Owl, Tokyo, Cairo, Black, Yellow",10,,0,0.66
84,4,"Mexico, India, Canada, White, Yellow, Black, Hawk, Eagle, Owl, Sydney, Cairo, Tokyo","Black, Cairo, India, Hawk, Eagle, Yellow, Canada, White, Owl, Sydney, Mexico",11,,0,0.44
84,5,"Mexico, India, Canada, White, Yellow, Black, Hawk, Eagle, Owl, Sydney, Cairo, Tokyo","Canada, Mexico, Hawk, Sydney, India, White, Owl, Eagle, Yellow",9,"Purple, Paris, Sydney",3,0.98
84,6,"Mexico, India, Canada, White, Yellow, Black, Hawk, Eagle, Owl, Sydney, Cairo, Tokyo","Tokyo, Owl, India, Sydney, Eagle, Cairo, Hawk, Mexico, Black",9,,0,0.98
85,1,"Italy, India, Brazil, White, Orange, Red, Hawk, Peacock, Owl, Berlin, Sydney, New York","White, Peacock, Orange, Hawk, Italy, India, New York, Brazil, Sydney, Red",10,Penguin,1,0.16
85,2,"Italy, India, Brazil, White, Orange, Red, Hawk, Peacock, Owl, Berlin, Sydney, New York","Brazil, India, Orange, White, Italy, Sydney, New York, Berlin, Hawk, Red, Peacock, Owl",12,,0,0.45
85,3,"Italy, India, Brazil, White, Orange, Red, Hawk, Peacock, Owl, Berlin, Sydney, New York","Orange, Sydney, Hawk, India, Berlin, Owl, White, Red, Peacock",9,"Canada, Falcon, Paris",3,0.27
85,4,"Italy, India, Brazil, White, Orange, Red, Hawk, Peacock, Owl, Berlin, Sydney, New York","Sydney, Orange, Italy, India, Berlin, Brazil, Owl, White, Red",9,"Pigeon, Robin",2,0.13
85,5,"Italy, India, Brazil, White, Orange, Red, Hawk, Peacock, Owl, Berlin, Sydney, New York","New York, Italy, White, Orange, Hawk, Berlin",6,Japan,1,0.96
85,6,"Italy, India, Brazil, White, Orange, Red, Hawk, Peacock, Owl, Berlin, Sydney, New York","Peacock, White, Hawk, Italy, Brazil, New York, Red, Owl, Orange, Berlin, Sydney",11,"Italy, Falcon",2,0.04
86,1,"China, Mexico, France, Green, Blue, Yellow, Hawk, Penguin, Eagle, Berlin, London, Toronto","Eagle, Toronto, Berlin, Green, Yellow, Mexico, Hawk",7,India,1,0.39
86,2,"China, Mexico, France, Green, Blue, Yellow, Hawk, Penguin, Eagle, Berlin, London, Toronto","Green, China, Eagle, Berlin, Yellow, France, Mexico, Hawk, London, Toronto, Blue",11,Canada,1,0.75
86,3,"China, Mexico, France, Green, Blue, Yellow, Hawk, Penguin, Eagle, Berlin, London, Toronto","Eagle, China, Mexico, Green, Blue, Hawk, Toronto, Berlin, Penguin, London, France",11,"Japan, Orange",2,0.93
86,4,"China, Mexico, France, Green, Blue, Yellow, Hawk, Penguin, Eagle, Berlin, London, Toronto","China, London, Hawk, Yellow, Berlin, Toronto, Mexico, France, Blue, Green",10,Black,1,0.34
86,5,"China, Mexico, France, Green, Blue, Yellow, Hawk, Penguin, Eagle, Berlin, London, Toronto","France, London, Berlin, Mexico, Eagle, Hawk, China, Toronto, Yellow, Green, Penguin, Blue",12,"Penguin, Brazil, Germany",3,0.17
86,6,"China, Mexico, France, Green, Blue, Yellow, Hawk, Penguin, Eagle, Berlin, London, Toronto","Mexico, China, Berlin, Hawk, Blue, Green, Toronto, Eagle, France, Penguin",10,Pink,1,0.63
87,1,"Italy, Canada, Germany, White, Orange, Yellow, Penguin, Parrot, Peacock, Berlin, New York, Paris","New York, White, Yellow, Penguin, Peacock, Italy, Parrot, Paris, Germany, Orange, Canada, Berlin",12,Eagle,1,0.56
87,2,"Italy, Canada, Germany, White, Orange, Yellow, Penguin, Parrot, Peacock, Berlin, New York, Paris","Peacock, New York, Paris, Penguin, Germany, White, Parrot, Yellow, Berlin, Canada",10,Red,1,0.7
